error_type,google_id,amazon_id,lexical_score,dense_score,lexical_rank,dense_rank,retrieval_sources,gold_injected,lexical_similarity,dense_similarity,title_token_jaccard,title_fuzzy_similarity,manufacturer_exact,manufacturer_fuzzy_similarity,model_token_jaccard,numeric_token_conflict,relative_price_difference,query_manufacturer_missing,candidate_manufacturer_missing,query_description_missing,candidate_description_missing,query_price_missing,candidate_price_missing,label,probability,action,is_gold_pair,predicted_match,google_title,google_manufacturer,google_price,amazon_title,amazon_manufacturer,amazon_price
high_confidence_false_negative,http://www.google.com/base/feeds/snippets/1366247437960571613,b000bsf1iw,0.18045625294517914,0.418700248003006,8,4,lexical+dense,False,0.18045625294517914,0.418700248003006,0.3333333333333333,0.5116279069767442,0.0,0.0,0.0,0.0,0.26675558519506504,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00918849202293426,auto_reject,True,False,fogware hyb space dvd,,21.99,space (dvd) (pc & mac),fogware publishing,29.99
high_confidence_false_negative,http://www.google.com/base/feeds/snippets/18392335669009428265,b000bw7kxw,0.36187923123357213,0.6863245964050293,2,1,lexical+dense,False,0.36187923123357213,0.6863245964050293,0.38095238095238093,0.7816091954022988,0.0,0.0,0.6666666666666666,1.0,0.6847580694368174,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.010245106713886154,manual_review,True,False,backup exec 10d win adv disk v10.1 e/f/g/s/i/j/c/k full pk,,309.99,backup exec 10d win adv disk v10.1 lic only (e180518),symantec corporation.,983.34
high_confidence_false_negative,http://www.google.com/base/feeds/snippets/17229680859570691562,b000qfrt4o,0.2198891646973867,0.4621775150299072,9,8,lexical+dense,False,0.2198891646973867,0.4621775150299072,0.09090909090909091,0.4931506849315068,0.0,0.0,0.0,0.0,0.12346173086543274,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.010862664389470214,manual_review,True,False,punch software pro platinum v 12.0,,87.61,professional home design suite platinum,punch! software,99.95
numeric_model_conflict,http://www.google.com/base/feeds/snippets/1872672479893334805,b000o3bj3k,0.8399572131566525,0.8280026316642761,1,1,lexical+dense,False,0.8399572131566525,0.8280026316642761,0.4,1.0,0.0,0.0,0.5,1.0,0.1505376344086022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7408101699106494,manual_review,False,True,encore software 12371 - encore middle school advantage 2008 - training/wbt - pc,,33.97,middle school advantage 2008,encore,39.99
numeric_model_conflict,http://www.google.com/base/feeds/snippets/4675262861576384624,b000h27psq,0.771904104098086,0.8152866363525391,1,1,lexical+dense,False,0.771904104098086,0.8152866363525391,0.2727272727272727,1.0,0.0,0.0,0.25,1.0,0.04912280701754388,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7230272640930457,manual_review,False,True,encore software 10675 - hoyle casino 2007 - win 98 me 2000 xp,,18.97,hoyle casino 2007,encore,19.95
numeric_model_conflict,http://www.google.com/base/feeds/snippets/6247936198343071793,b00006sijq,0.45044855186525584,0.7810300588607788,3,4,lexical+dense,False,0.45044855186525584,0.7810300588607788,0.75,1.0,0.0,0.9655172413793103,0.5,1.0,0.08462189399184562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7170894667477089,manual_review,False,True,punch software 41100 punch! home design architectural series 18,punch software,118.99,punch! home design architectural series 18,punch! software,129.99
numeric_model_conflict,http://www.google.com/base/feeds/snippets/13589207002001810856,b00006sijq,0.45044855186525584,0.7810300588607788,3,4,lexical+dense,False,0.45044855186525584,0.7810300588607788,0.75,1.0,0.0,0.9655172413793103,0.5,1.0,0.08462189399184562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7170894667477089,manual_review,False,True,punch software 41100 punch! home design architectural series 18,punch software,118.99,punch! home design architectural series 18,punch! software,129.99
numeric_model_conflict,http://www.google.com/base/feeds/snippets/10621416214836586442,b00006sijq,0.45044855186525584,0.7810300588607788,3,4,lexical+dense,False,0.45044855186525584,0.7810300588607788,0.75,1.0,0.0,0.9655172413793103,0.5,1.0,0.08462189399184562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7170894667477089,manual_review,False,True,punch software 41100 punch! home design architectural series 18,punch software,118.99,punch! home design architectural series 18,punch! software,129.99
numeric_model_conflict,http://www.google.com/base/feeds/snippets/65578552457551022,b000ivhlgc,0.6934918295229066,0.8726802468299866,2,2,lexical+dense,False,0.6934918295229066,0.8726802468299866,0.5454545454545454,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6496678906691414,manual_review,False,True,encore software 10466 - clickart 1.2 million dvd 2006 by broderbund,,41.97,clickart 1.2 million 2006 dvd,encore software,
numeric_model_conflict,http://www.google.com/base/feeds/snippets/1035187390817409083,b000bckm7i,0.32425293240957204,0.8283661603927612,2,2,lexical+dense,False,0.32425293240957204,0.8283661603927612,0.7142857142857143,0.96,0.0,0.0,0.0,1.0,0.12728182045511385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5893410151542476,manual_review,False,True,mavis beacon teaches typing 16 deluxe,,34.9,mavis beacon teaches typing deluxe v17,encore software,39.99
numeric_model_conflict,http://www.google.com/base/feeds/snippets/5940302038923441706,b000o39u3q,0.48368312555252485,0.6532628536224365,1,3,lexical+dense,False,0.48368312555252485,0.6532628536224365,0.5833333333333334,1.0,0.0,0.0,0.6666666666666666,1.0,0.10105052526263131,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5377517549455417,manual_review,False,True,encore software 12411 - encore adventure workshop preschool-1st grade 8th edition - educational - pc,,17.97,adventure workshop preschool-1st grade 8th edition,encore,19.99
numeric_model_conflict,http://www.google.com/base/feeds/snippets/13636480146796984957,b000i2y0cy,0.6137764905501808,0.7724167108535767,1,1,lexical+dense,False,0.6137764905501808,0.7724167108535767,0.5,0.9523809523809524,0.0,0.0,0.0,1.0,0.20004000800160032,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5075286101373894,manual_review,False,True,norton antivirus 2004,,49.99,norton antivirus 2007,symantec,39.99
numeric_model_conflict,http://www.google.com/base/feeds/snippets/5515688203820371988,b000gkpds8,0.338376449805347,0.5374793410301208,6,7,lexical+dense,False,0.338376449805347,0.5374793410301208,0.7857142857142857,1.0,0.0,0.0,0.6666666666666666,1.0,0.10105052526263131,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4726838145040168,manual_review,True,False,encore software 10118 - adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,,17.97,adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,encore software,19.99
likely_similar_variant,http://www.google.com/base/feeds/snippets/12583145395024390893,b000e0tcj6,0.9033339354885713,0.8907271027565002,1,1,lexical+dense,False,0.9033339354885713,0.8907271027565002,1.0,1.0,0.0,0.0,0.0,0.0,0.4511278195488722,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9319848569025059,manual_review,False,True,easy home massage - dvd,,10.95,easy home massage - dvd,selectmedia entertainment,19.95
likely_similar_variant,http://www.google.com/base/feeds/snippets/9803504071402999218,b000b45pkk,0.9638890541508878,0.9669159650802612,1,1,lexical+dense,False,0.9638890541508878,0.9669159650802612,1.0,1.0,0.0,0.0,0.0,0.0,0.5513784461152882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9294932462488162,manual_review,False,True,zipmagic personal edition,,8.95,zipmagic personal edition,allume systems,19.95
likely_similar_variant,http://www.google.com/base/feeds/snippets/13276293278980872969,b00083grii,0.8944331741486882,0.9030654430389404,1,1,lexical+dense,False,0.8944331741486882,0.9030654430389404,1.0,1.0,0.0,0.0,0.0,0.0,0.5012531328320802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.916787217893248,manual_review,False,True,quickstart photo montage studio,,9.95,quickstart photo montage studio,selectsoft publishing,19.95
likely_similar_variant,http://www.google.com/base/feeds/snippets/12598805267732599375,b00070j14y,0.9763713077309267,0.9946750402450562,1,1,lexical+dense,False,0.9763713077309267,0.9946750402450562,1.0,1.0,0.0,0.0,0.0,0.0,0.6406406406406406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9081079963693753,manual_review,False,True,super solvers - spellbound! ! - school edition for mac,,17.95,super solvers - spellbound! ! - school edition for mac,learning company,49.95
likely_similar_variant,http://www.google.com/base/feeds/snippets/10652699125779985481,b000axs7vg,0.9492051597056683,0.914579451084137,1,1,lexical+dense,False,0.9492051597056683,0.914579451084137,1.0,1.0,0.0,0.0,0.0,0.0,0.6412825651302605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.874297139804303,manual_review,False,True,superstart! science arcade,,8.95,superstart! science arcade,selectsoft publishing,24.95
likely_similar_variant,http://www.google.com/base/feeds/snippets/11194384748675552467,b000ias0i6,0.7173103422108691,0.8521863222122192,1,1,lexical+dense,False,0.7173103422108691,0.8521863222122192,1.0,1.0,0.0,0.0,0.0,0.0,0.5513784461152882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8160383807886197,manual_review,False,True,wacky farm,,8.95,wacky farm,casual arcade,19.95
likely_similar_variant,http://www.google.com/base/feeds/snippets/13369356481632433699,b000068xo6,0.6895852162359201,0.7177658081054688,1,1,lexical+dense,False,0.6895852162359201,0.7177658081054688,1.0,1.0,0.0,0.0,1.0,0.0,0.5022511255627814,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7523160500559046,manual_review,False,True,season ticket football 2003,,9.95,season ticket football 2003,atari,19.99
likely_similar_variant,http://www.google.com/base/feeds/snippets/1872672479893334805,b000o3bj3k,0.8399572131566525,0.8280026316642761,1,1,lexical+dense,False,0.8399572131566525,0.8280026316642761,0.4,1.0,0.0,0.0,0.5,1.0,0.1505376344086022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7408101699106494,manual_review,False,True,encore software 12371 - encore middle school advantage 2008 - training/wbt - pc,,33.97,middle school advantage 2008,encore,39.99
likely_similar_variant,http://www.google.com/base/feeds/snippets/4675262861576384624,b000h27psq,0.771904104098086,0.8152866363525391,1,1,lexical+dense,False,0.771904104098086,0.8152866363525391,0.2727272727272727,1.0,0.0,0.0,0.25,1.0,0.04912280701754388,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7230272640930457,manual_review,False,True,encore software 10675 - hoyle casino 2007 - win 98 me 2000 xp,,18.97,hoyle casino 2007,encore,19.95
likely_similar_variant,http://www.google.com/base/feeds/snippets/6247936198343071793,b00006sijq,0.45044855186525584,0.7810300588607788,3,4,lexical+dense,False,0.45044855186525584,0.7810300588607788,0.75,1.0,0.0,0.9655172413793103,0.5,1.0,0.08462189399184562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7170894667477089,manual_review,False,True,punch software 41100 punch! home design architectural series 18,punch software,118.99,punch! home design architectural series 18,punch! software,129.99
missing_manufacturer_or_price,http://www.google.com/base/feeds/snippets/15073619810931989068,b000byr41s,0.5025673187175852,0.9027984738349915,1,1,lexical+dense,False,0.5025673187175852,0.9027984738349915,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974216417392921,auto_match,False,True,macbackup,,29.99,macbackup,macware,29.99
missing_manufacturer_or_price,http://www.google.com/base/feeds/snippets/12583145395024390893,b000e0tcj6,0.9033339354885713,0.8907271027565002,1,1,lexical+dense,False,0.9033339354885713,0.8907271027565002,1.0,1.0,0.0,0.0,0.0,0.0,0.4511278195488722,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9319848569025059,manual_review,False,True,easy home massage - dvd,,10.95,easy home massage - dvd,selectmedia entertainment,19.95
missing_manufacturer_or_price,http://www.google.com/base/feeds/snippets/9803504071402999218,b000b45pkk,0.9638890541508878,0.9669159650802612,1,1,lexical+dense,False,0.9638890541508878,0.9669159650802612,1.0,1.0,0.0,0.0,0.0,0.0,0.5513784461152882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9294932462488162,manual_review,False,True,zipmagic personal edition,,8.95,zipmagic personal edition,allume systems,19.95
missing_manufacturer_or_price,http://www.google.com/base/feeds/snippets/13276293278980872969,b00083grii,0.8944331741486882,0.9030654430389404,1,1,lexical+dense,False,0.8944331741486882,0.9030654430389404,1.0,1.0,0.0,0.0,0.0,0.0,0.5012531328320802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.916787217893248,manual_review,False,True,quickstart photo montage studio,,9.95,quickstart photo montage studio,selectsoft publishing,19.95
missing_manufacturer_or_price,http://www.google.com/base/feeds/snippets/14691100460127614059,b000hed3fs,0.550930792258119,0.7757897973060608,1,1,lexical+dense,False,0.550930792258119,0.7757897973060608,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9139172260298271,manual_review,False,True,family tree maker 16 collectors edition,,99.99,family tree maker version 16 collectors edition sb cs,encore software,99.99
missing_manufacturer_or_price,http://www.google.com/base/feeds/snippets/12598805267732599375,b00070j14y,0.9763713077309267,0.9946750402450562,1,1,lexical+dense,False,0.9763713077309267,0.9946750402450562,1.0,1.0,0.0,0.0,0.0,0.0,0.6406406406406406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9081079963693753,manual_review,False,True,super solvers - spellbound! ! - school edition for mac,,17.95,super solvers - spellbound! ! - school edition for mac,learning company,49.95
missing_manufacturer_or_price,http://www.google.com/base/feeds/snippets/16146349805118916421,b000nkklwy,0.49430094161937266,0.8063756227493286,1,1,lexical+dense,False,0.49430094161937266,0.8063756227493286,0.8,0.9310344827586207,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9078255407856317,manual_review,False,True,power translator(tm) 11 premium,,79.99,power translator 11 premium,language engineering co llc,79.99
missing_manufacturer_or_price,http://www.google.com/base/feeds/snippets/18251424810598585817,b000ea9u2a,0.6263625464105812,0.8093487024307251,2,2,lexical+dense,False,0.6263625464105812,0.8093487024307251,0.75,0.9411764705882354,0.0,0.0,0.0,0.0,0.1122640330041254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8948457699408711,manual_review,False,True,csdc liquid ledger personal finance - modeless software,,71.01,modeless liquid ledger personal finance software (mac),csdc,79.99
missing_manufacturer_or_price,http://www.google.com/base/feeds/snippets/10652699125779985481,b000axs7vg,0.9492051597056683,0.914579451084137,1,1,lexical+dense,False,0.9492051597056683,0.914579451084137,1.0,1.0,0.0,0.0,0.0,0.0,0.6412825651302605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.874297139804303,manual_review,False,True,superstart! science arcade,,8.95,superstart! science arcade,selectsoft publishing,24.95
missing_manufacturer_or_price,http://www.google.com/base/feeds/snippets/18430618972729825710,b000exu9ay,0.35336617761366734,0.8221067190170288,1,1,lexical+dense,False,0.35336617761366734,0.8221067190170288,1.0,0.8301886792452831,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8726707664965287,manual_review,False,True,print explosion deluxe 3.0: mac,,49.99,print explosion deluxe 3.0 (mac),nova development,49.99
gold_match_missed_by_retrieval,http://www.google.com/base/feeds/snippets/17501987182659378619,b00004t2un,,,,,,,,,,,,,,,,,,,,,,,,,True,False,simply magazine sales skills,,3.1,sales skills 2.0 ages 10+,victory multimedia,19.95
