error_type,google_id,amazon_id,lexical_score,dense_score,lexical_rank,dense_rank,rrf_score,rrf_rank,retrieval_sources,gold_injected,lexical_similarity,dense_similarity,title_token_jaccard,title_fuzzy_similarity,manufacturer_exact,manufacturer_fuzzy_similarity,model_token_jaccard,numeric_token_conflict,relative_price_difference,query_manufacturer_missing,candidate_manufacturer_missing,query_description_missing,candidate_description_missing,query_price_missing,candidate_price_missing,retrieval_source_agreement,reciprocal_lexical_rank,reciprocal_dense_rank,probability,is_gold_pair,duplicate_group_id,top1_top2_margin,has_gold_listing,gold_retrieved,ranking_outcome,action,action_correct,google_title,google_manufacturer,google_price,amazon_title,amazon_manufacturer,amazon_price
pair_false_negative_at_0_5,http://www.google.com/base/feeds/snippets/18404168006486239466,b000nwsclo,0.4966065653487144,0.7191621661186218,2,2,0.03225806451612903,2,lexical+dense,False,0.4966065653487144,0.7191621661186218,0.42857142857142855,0.6511627906976745,0.0,0.0,0.2,1.0,0.42498557414887483,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.03553385854930725,True,,,,,,,,adobe systems inc - 29180248 - adobe photoshop elements 5.0/premiere elements 3.0,,139.51,photoshop elements 5 and premiere elements 3 bundle win minibox (29180248),adobe,242.62
pair_false_negative_at_0_5,http://www.google.com/base/feeds/snippets/18373045261595979693,b00009v7hf,0.49060662464606997,0.7845081090927124,1,1,0.03278688524590164,1,lexical+dense,False,0.49060662464606997,0.7845081090927124,0.21428571428571427,0.6122448979591837,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.036240974036108674,True,,,,,,,,symantec pcanywhere 11.0 - windows,,19.99,pcanywhere 11.0 host only cd-rom xp 98 nt w2k me,symantec,
pair_false_negative_at_0_5,http://www.google.com/base/feeds/snippets/9687887699930800156,b00006hvvo,0.5940300370047562,0.7491915822029114,2,2,0.03225806451612903,2,lexical+dense,False,0.5940300370047562,0.7491915822029114,0.125,0.4642857142857143,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.041537323585691725,True,,,,,,,,sonicwall gms 1000 upgrade,,63074.12,upg sgms 1000 incremental node,sonic systems inc.,
pair_false_negative_at_0_5,http://www.google.com/base/feeds/snippets/18422068306669698354,b0006g2wke,0.465184966704535,0.7592215538024902,1,1,0.03278688524590164,1,lexical+dense,False,0.465184966704535,0.7592215538024902,0.3076923076923077,0.7676767676767676,0.0,0.0,0.0,1.0,0.4460154384406065,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.046628293073101956,True,,,,,,,,microsoft h22-00301 gov open sa project svr w9x nt,,1995.12,microsoft licenses project svr sa govt (h2200301),microsoft licenses,3601.4
false_automatic_no_match,http://www.google.com/base/feeds/snippets/11829938385250188093,b000e136ga,0.19300014712389646,0.48325231671333313,15,1,0.029726775956284153,2,lexical+dense,False,0.19300014712389646,0.48325231671333313,0.25,0.7096774193548387,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06666666666666667,1.0,0.011927055157402592,True,duplicate_97fa65f9b549126b,0.009705253261874366,True,True,top_gold_match,auto_no_match,False,extensis portfolio 8,,195.99,portfolio 8 stand-alone 1-usr boxed,extensis,
false_automatic_no_match,http://www.google.com/base/feeds/snippets/13825743693732119715,b00013wgz8,0.3087010268232041,0.6762979626655579,1,1,0.03278688524590164,1,lexical+dense,False,0.3087010268232041,0.6762979626655579,0.0,0.35294117647058826,0.0,0.0,0.0,0.0,0.15001500150015,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.012313573789725968,False,duplicate_7cc49a9b861b6ed0,0.007109498044429692,True,False,retrieval_miss,auto_no_match,False,allume checkit system performance suite,,84.99,micromat techtool pro 4 (mac),micromat,99.99
false_automatic_no_match,http://www.google.com/base/feeds/snippets/18376303388125635572,b000gwkol2,0.578815554294227,0.5552701354026794,1,1,0.03278688524590164,1,lexical+dense,False,0.578815554294227,0.5552701354026794,0.17391304347826086,0.5151515151515151,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.012778874454640418,True,duplicate_1cbc25991e65ec73,0.006963586202196469,True,True,top_gold_match,auto_no_match,False,hewlett packard ba154aa dp open file agent win 5wkst ltu,,320.44,ov data protector open file 5-wk v.9 ltu incl ltu for 5 win nt/2000/xp workstati,hewlett packard,
false_automatic_no_match,http://www.google.com/base/feeds/snippets/18387306349260922373,b000hbxjt6,0.0973031232968736,0.33913305401802063,3,8,0.03057889822595705,3,lexical+dense,False,0.0973031232968736,0.33913305401802063,0.0,0.46551724137931033,0.0,0.0,0.0,1.0,0.1599199899987498,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.125,0.001901108075440212,True,duplicate_1783c349a9d43dad,0.001348085488808464,True,True,top_gold_match,auto_no_match,False,intuit inc 299529 qb prem mfg & whlesle 07 (intuit inc 299529),,335.99,quickbooks premier manufacturer and wholesale edition 2007,intuit,399.95
reviewed_top_gold_match,http://www.google.com/base/feeds/snippets/10073523251870401694,b000saufpw,0.5842667476969572,0.7469556331634521,1,1,0.03278688524590164,1,lexical+dense,False,0.5842667476969572,0.7469556331634521,0.3076923076923077,1.0,0.0,0.0,0.2,1.0,0.0910910910910911,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5393398226638841,True,duplicate_0c962765871b56b9,0.49233369049225945,True,True,top_gold_match,manual_review,,global software a1826m2w - dk amazing animals 1.1 - win 95 98 2000 xp vista,,9.08,dk amazing animals 1.1,global software publishing,9.99
reviewed_top_gold_match,http://www.google.com/base/feeds/snippets/10206096308013781162,b00006jo4g,0.36069773400877836,0.671166718006134,3,5,0.03125763125763126,3,lexical+dense,False,0.36069773400877836,0.671166718006134,0.5,1.0,0.0,0.9655172413793103,0.0,0.0,0.08001600320064013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.2,0.5976714173726377,True,duplicate_0e28182f7b397819,0.4193725431201756,True,True,top_gold_match,manual_review,,punch software 38100 punch! super home suite (small box),punch software,45.99,punch! super home suite,punch! software,49.99
reviewed_top_gold_match,http://www.google.com/base/feeds/snippets/10686405526722482213,b000om8fba,0.42913165873988146,0.8126348853111267,1,1,0.03278688524590164,1,lexical+dense,False,0.42913165873988146,0.8126348853111267,0.4,0.9166666666666667,0.0,0.0,0.0,1.0,0.0008001600320063842,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5031454557992934,True,duplicate_028f4f71b9dfaa01,0.41771502403924454,True,True,top_gold_match,manual_review,,corel ulead dvd moviefactory 6 software for windows authoring software,,49.95,corel dvd moviefactory 6.0,corel,49.99
reviewed_top_gold_match,http://www.google.com/base/feeds/snippets/10688959294324458483,b000hlv6mi,0.6665947390604139,0.7790935635566711,1,1,0.03278688524590164,1,lexical+dense,False,0.6665947390604139,0.7790935635566711,0.7777777777777778,0.9423076923076923,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9165132908683621,True,duplicate_85ab755b18a47b8f,0.8172176792039484,True,True,top_gold_match,manual_review,,fun for kids featuring disney - preschool to kindergarten topics,,29.99,fun for kids: preschool - kindergarten featuring disney,topics entertainment,29.99
reviewed_top_gold_match,http://www.google.com/base/feeds/snippets/10713659865788525116,b0009i5px0,0.3834064362665705,0.8025721907615662,1,1,0.03278688524590164,1,lexical+dense,False,0.3834064362665705,0.8025721907615662,0.3333333333333333,0.6060606060606061,0.0,0.0,0.0,1.0,0.07090779127948546,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.09452698111198275,True,duplicate_ee0dba62d8a2530c,0.08438264608021412,True,True,top_gold_match,manual_review,,symantec norton anti-virus v.10 mac,,64.99,norton antivirus mac 10.0 (mac),symantec,69.95
reviewed_top_gold_match,http://www.google.com/base/feeds/snippets/10720887667449998069,b000q1n7du,0.38579642015242693,0.6240758895874023,2,1,0.03252247488101534,1,lexical+dense,False,0.38579642015242693,0.6240758895874023,0.625,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.7671946049487505,True,duplicate_53049fb28b3dcb2b,0.5060741078727174,True,True,top_gold_match,manual_review,,middle school success deluxe 2008 (pc/mac) topics,,49.99,middle school success deluxe 2008,topics entertainment,49.99
reviewed_top_gold_match,http://www.google.com/base/feeds/snippets/10827782844634609439,b0002iwyke,0.2584536596296648,0.637137234210968,3,1,0.032266458495966696,1,lexical+dense,False,0.2584536596296648,0.637137234210968,0.3333333333333333,0.8125,0.0,0.0,1.0,0.0,0.1670833333333334,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.1810847486222761,True,duplicate_45fb89cd54ba37d1,0.17577030995161957,True,True,top_gold_match,manual_review,,feral interactive ford racing 2 for os x,,24.0,ford racing 2 (mac),feral interactive,19.99
reviewed_top_gold_match,http://www.google.com/base/feeds/snippets/10834301366840736522,b000ndib8m,0.23105875287984345,0.6625147461891174,3,3,0.031746031746031744,3,lexical+dense,False,0.23105875287984345,0.6625147461891174,1.0,0.9259259259259259,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.7690835734707854,True,duplicate_27c6164aaa917895,0.6889129874396489,True,True,top_gold_match,manual_review,,adobe illustrator cs3 (mac),,599.0,adobe illustrator cs3 [mac],adobe,599.0
reviewed_top_gold_match,http://www.google.com/base/feeds/snippets/10993073455692001778,b000b6vlh4,0.4473556897320878,0.8039876222610474,2,1,0.03252247488101534,1,lexical+dense,False,0.4473556897320878,0.8039876222610474,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.5415415415415415,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.3853444494521688,True,duplicate_cddf3d3f8546f988,0.27976774543411204,True,True,top_gold_match,manual_review,,topics entertainment reference success deluxe 2006,,22.9,reference success deluxe 2006,topics entertainment,49.95
reviewed_top_gold_match,http://www.google.com/base/feeds/snippets/11029185598470444071,b000bgpqos,0.7725947333706759,0.8702656626701355,1,1,0.03278688524590164,1,lexical+dense,False,0.7725947333706759,0.8702656626701355,0.375,0.8955223880597015,0.0,0.0,0.0,1.0,0.09702425606401606,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6472323134198074,True,duplicate_21e968ceda42f045,0.4890561788731135,True,True,top_gold_match,manual_review,,instant immers japanese dlx 2.,,36.11,instant immersion japanese deluxe 2.0,topics entertainment,39.99
retrieval_miss,http://www.google.com/base/feeds/snippets/11553460726656084647,b00081i6ji,0.144953138202098,0.5967638492584229,,6,0.015151515151515152,12,dense,False,0.144953138202098,0.5967638492584229,0.375,0.7142857142857143,0.0,0.0,0.0,1.0,0.06010785824345145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.05496753850259139,False,duplicate_29b897fbfc0791ff,0.006554802954273901,True,False,retrieval_miss,manual_review,,adobe photoshop cs3 for mac,,609.99,adobe photoshop cs2 (mac) [old version],adobe,649.0
retrieval_miss,http://www.google.com/base/feeds/snippets/13255609368261584070,b00009k780,0.29425534010749965,0.5073428153991699,1,2,0.03252247488101534,1,lexical+dense,False,0.29425534010749965,0.5073428153991699,0.3333333333333333,0.6666666666666665,0.0,0.0,1.0,0.0,0.03334444814938313,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.12018619172902939,False,duplicate_e3e1f49acc2a1bab,0.1137090441414112,True,False,retrieval_miss,manual_review,,wingnuts 2: raina's revenge,,28.99,wingnuts 2 (mac),freeverse software,29.99
retrieval_miss,http://www.google.com/base/feeds/snippets/13825743693732119715,b00013wgz8,0.3087010268232041,0.6762979626655579,1,1,0.03278688524590164,1,lexical+dense,False,0.3087010268232041,0.6762979626655579,0.0,0.35294117647058826,0.0,0.0,0.0,0.0,0.15001500150015,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.012313573789725968,False,duplicate_7cc49a9b861b6ed0,0.007109498044429692,True,False,retrieval_miss,auto_no_match,False,allume checkit system performance suite,,84.99,micromat techtool pro 4 (mac),micromat,99.99
retrieval_miss,http://www.google.com/base/feeds/snippets/17409309332075689843,b000ndib7s,0.14998725537623997,0.6029274463653564,,6,0.015151515151515152,14,dense,False,0.14998725537623997,0.6029274463653564,0.7142857142857143,0.9,0.0,0.0,1.0,0.0,0.396951422770387,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.15283261091754938,False,duplicate_2f941cd8660aa6bb,0.12585010333258226,True,False,retrieval_miss,manual_review,,adobe photoshop cs3 extended for mac upgrade,,329.99,adobe photoshop cs3 upgrade [mac],adobe,199.0
retrieval_miss,http://www.google.com/base/feeds/snippets/222400256379219119,b000ogsyjy,0.15903784015378172,0.5624712109565735,,10,0.014285714285714285,19,dense,False,0.15903784015378172,0.5624712109565735,0.42857142857142855,0.8292682926829268,0.0,0.0,1.0,0.0,0.08949136919276095,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.20080295431715287,False,duplicate_1bbe846b9e1d3d51,0.05650104287009969,True,False,retrieval_miss,manual_review,,adobe cs3 design premium,,1865.99,adobe creative suite cs3 production premium,adobe,1699.0
retrieval_miss,http://www.google.com/base/feeds/snippets/3607173973836413689,b000ndick4,0.17356738606141822,0.48669424653053284,10,,0.014285714285714285,19,lexical,False,0.17356738606141822,0.48669424653053284,0.7142857142857143,1.0,0.0,0.0,1.0,0.0,0.02499405484179782,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5602175036301792,False,duplicate_c0a696a02464c805,0.0187775478714578,True,False,retrieval_miss,manual_review,,adobe cs3 design premium upsell,,1639.99,adobe creative suite cs3 design premium upsell,adobe,1599.0
retrieval_miss,http://www.google.com/base/feeds/snippets/7928058720709111960,b000ofnri8,0.16414005005553203,0.6172729134559631,,5,0.015384615384615385,11,dense,False,0.16414005005553203,0.6172729134559631,0.18181818181818182,0.5287356321839081,0.0,0.0,1.0,0.0,0.1463584012649708,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.026976701043638012,False,duplicate_cece849df112b947,0.013717053236498718,True,False,retrieval_miss,manual_review,,adobe photoshop cs3 extended for mac,,935.99,adobe creative suite cs3 production premium upgrade,adobe,799.0
retrieval_miss,http://www.google.com/base/feeds/snippets/7972469902462196789,b000o24l3q,0.1740632378980147,0.6059737801551819,10,12,0.02817460317460317,6,lexical+dense,False,0.1740632378980147,0.6059737801551819,0.42857142857142855,0.7234042553191489,0.0,0.0,1.0,0.0,0.02602690641388973,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.08333333333333333,0.1836376575761285,False,duplicate_e1ce63c2dd907a79,0.13767023089849856,True,False,retrieval_miss,manual_review,,adobe cs3 after effects upgrade,,306.99,adobe premiere pro cs3 upgrade,adobe,299.0
reranking_miss,http://www.google.com/base/feeds/snippets/10720405921949933758,b000pgaimo,0.5670003715386309,0.742121160030365,1,1,0.03278688524590164,1,lexical+dense,False,0.5670003715386309,0.742121160030365,0.2727272727272727,0.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.06498146134540302,False,duplicate_310650accfe785fd,0.010597732967556207,True,True,reranking_miss,manual_review,,encore software 11941 - the print shop zoom,,17.97,the print shop 22 sb cs by the print shop,encore software,
reranking_miss,http://www.google.com/base/feeds/snippets/11524039735478682676,b000brm3xe,0.4417225939626598,0.831116795539856,1,1,0.03278688524590164,1,lexical+dense,False,0.4417225939626598,0.831116795539856,0.75,0.9494949494949495,0.0,0.0,1.0,0.0,0.08001600320064013,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8271083690837563,False,duplicate_a7e2f90032ab671d,0.2975408405949771,True,True,reranking_miss,manual_review,,computrace lojack for laptops - 1 yr subscription,,45.99,computrace lojack for laptops: 1 year subscription,absolute software,49.99
reranking_miss,http://www.google.com/base/feeds/snippets/11972925909028080525,b000k2nktg,0.34828351673591,0.7225695252418518,3,3,0.031746031746031744,3,lexical+dense,False,0.34828351673591,0.7225695252418518,0.4,0.927536231884058,0.0,0.0,0.0,0.0,0.3325542570951586,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.2571886395088128,False,duplicate_38d2eeec0ebce84a,0.024120760787106704,True,True,reranking_miss,manual_review,,h&r block taxcut premium federal and state software for windows - usb tax & finance software,,29.95,h&r block taxcut 2006 premium federal,h&r block,19.99
reranking_miss,http://www.google.com/base/feeds/snippets/12398024089660412056,b000ph8xs4,0.3359505303591918,0.8224431872367859,3,1,0.032266458495966696,1,lexical+dense,False,0.3359505303591918,0.8224431872367859,0.3076923076923077,0.72,0.0,0.0,1.0,0.0,0.22637106184364053,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.17220207869777748,False,duplicate_e7b238cdeaa485c9,0.060087511250034295,True,True,reranking_miss,manual_review,,sony media software sound forge 9 digital audio production suite music production software,,299.95,sony sound forge 9 boxed upgrade,sony media,232.05
reranking_miss,http://www.google.com/base/feeds/snippets/12418972562708861095,b000h241x8,0.3118827018559335,0.4993022382259369,1,2,0.03252247488101534,2,lexical+dense,False,0.3118827018559335,0.4993022382259369,0.13333333333333333,0.736842105263158,0.0,0.0,0.0,0.0,0.2302302302302302,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.05187894887409078,False,duplicate_d24939d503afbce2,0.004329174916954177,True,True,reranking_miss,manual_review,,encore software 10149 - chicken hunter license to grill (win 98 me 2000 xp),,7.69,chicken hunter wanted jc,encore,9.99
reranking_miss,http://www.google.com/base/feeds/snippets/13394537834910060641,b000i2qubi,0.09837791613042837,0.4444634020328522,5,2,0.0315136476426799,2,lexical+dense,False,0.09837791613042837,0.4444634020328522,0.4,0.5714285714285715,0.0,0.7058823529411764,1.0,0.0,0.05087492118590632,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.5,0.06797908707804622,False,duplicate_ad475d3d2a90ad8a,0.05921110679755345,True,True,reranking_miss,manual_review,,qb pos 6.0 pro solution hw/sw,intuit,1474.99,quickbooks pos: pro multistore 6.0,intuit inc.,1399.95
reranking_miss,http://www.google.com/base/feeds/snippets/16690738478999740250,b000ivjv10,0.5111097373420936,0.6990057229995728,1,7,0.03131881575727918,3,lexical+dense,False,0.5111097373420936,0.6990057229995728,0.5,0.8955223880597015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.14285714285714285,0.3738482748134444,False,duplicate_7bd2192f34c25df4,0.08238484582764966,True,True,reranking_miss,manual_review,,topics entertainment instant immersion spanish audio deluxe,,17.55,instant immersion ingles audio deluxe,topics entertainment,
